971;          ;03;15;20;+;30;33;24;+5.52;   ;
972; 58Zet Ari;03;14;54;+;21;02;40;+4.89;ARI;
973;          ;03;16;05;+;45;20;45;+6.16;   ;
974;          ;03;13;38;+;29;48;15;+6.16;   ;
975;          ;03;15;47;+;32;51;23;+6.31;   ;
976;          ;03;16;02;+;34;41;19;+6.25;   ;
977;          ;03;12;33;+;57;19;18;+5.74;   ;
978;          ;03;16;35;+;32;11;01;+6.06;   ;
979;          ;03;17;11;+;40;29;00;+6.45;   ;
980;          ;03;15;00;+;26;06;01;+6.25;   ;
981;          ;03;07;32;+;78;59;22;+5.57;   ;
982; 30    Per;03;17;47;+;44;01;30;+5.47;PER;30 Persei
983;          ;03;16;01;+;05;55;07;+6.17;   ;
984; 13Zet Eri;03;15;50;+;08;49;11;+4.80;ERI;
985;          ;03;19;59;+;65;39;08;+4.84;   ;
986;          ;03;17;46;+;39;17;00;+5.96;   ;
987; 29    Per;03;18;38;+;50;13;20;+5.15;PER;
988; 14    Eri;03;16;36;+;09;09;16;+6.14;ERI;
989; 31    Per;03;19;08;+;50;05;42;+5.03;PER;
990;          ;03;16;11;+;30;49;39;+6.65;   ;
991;          ;03;18;44;+;34;13;22;+4.82;   ;
992; 95    Cet;03;18;22;+;00;55;49;+5.38;CET;
993;          ;03;18;03;+;28;47;49;+5.91;   ;
994; 15    Eri;03;18;22;+;22;30;41;+4.88;ERI;
995; 59    Ari;03;19;56;+;27;04;16;+5.90;ARI;
996; 96Kap1Cet;03;19;22;+;03;22;13;+4.83;CET;
997;          ;03;18;41;+;18;33;35;+5.71;   ;
998;          ;03;17;27;+;47;45;06;+5.85;   ;
999;          ;03;20;20;+;29;02;54;+4.47;   ;in Aries
1000; 60    Ari;03;20;26;+;25;39;46;+6.12;ARI;
1001;          ;03;21;53;+;49;04;15;+5.93;   ;
1002; 32    Per;03;21;26;+;43;19;46;+4.95;PER;l Persei
1003; 16Tau4Eri;03;19;31;+;21;45;28;+3.69;ERI;Tau4 Eridani
1004;          ;03;19;35;+;24;07;23;+5.61;   ;
1005; 61Tau1Ari;03;21;14;+;21;08;49;+5.28;ARI;
1006;   Zet1Ret;03;17;46;+;62;34;31;+5.54;RET;Zeta1 Reticuli
1007; 97Kap2Cet;03;21;07;+;03;40;32;+5.69;CET;
1008;          ;03;19;56;+;43;04;11;+4.27;   ;e Eridani
1009;          ;03;24;40;+;64;35;10;+5.23;   ;
1010;   Zet2Ret;03;18;13;+;62;30;23;+5.24;RET;Zeta2 Reticuli
1011;          ;03;23;13;+;49;12;48;+5.29;   ;V575 Persei
1012; 62    Ari;03;22;12;+;27;36;27;+5.52;ARI;
1013;          ;03;20;45;+;26;36;23;+6.39;   ;
1014;          ;03;17;59;+;66;55;37;+6.05;   ;
1015; 63Tau2Ari;03;22;45;+;20;44;31;+5.09;ARI;
1016;          ;03;21;24;+;23;38;07;+5.52;   ;
1017; 33Alp Per;03;24;19;+;49;51;40;+1.79;PER;Mirfak
1018;          ;03;22;16;+;25;35;16;+6.35;   ;
1019;          ;03;24;30;+;33;32;09;+5.61;   ;
1020;          ;03;25;48;+;53;55;18;+6.51;   ;
1021;          ;03;21;33;+;47;46;37;+6.39;   ;
1022; 64    Ari;03;24;18;+;24;43;27;+5.50;ARI;
1023;          ;03;23;39;+;04;52;55;+6.38;   ;
1024;          ;03;23;18;+;07;47;39;+6.20;   ;
1025;   Iot Hyi;03;15;58;+;77;23;18;+5.52;HYI;
1026;          ;03;25;09;+;41;15;26;+6.51;   ;
1027; 65    Ari;03;24;26;+;20;48;13;+6.08;ARI;
1028;          ;03;24;10;+;12;37;46;+6.04;   ;
1029;          ;03;25;57;+;49;07;15;+6.09;   ;
1030;  1Omi Tau;03;24;49;+;09;01;44;+3.60;TAU;Omicron Tauri
1031;          ;03;23;45;+;32;42;26;+6.50;   ;
1032;          ;03;30;19;+;71;51;50;+6.32;   ;
1033;          ;03;28;24;+;60;15;20;+6.49;   ;
1034;          ;03;28;03;+;49;03;46;+4.98;   ;
1035;          ;03;29;04;+;59;56;25;+4.21;   ;
1036;          ;03;27;03;+;18;45;23;+6.57;   ;
1037;          ;03;28;52;+;49;50;54;+5.58;   ;
1038;  2Xi  Tau;03;27;10;+;09;43;58;+3.74;TAU;
1039;          ;03;27;19;+;12;44;06;+6.28;   ;
1040;          ;03;29;55;+;58;52;43;+4.54;   ;
1041;          ;03;28;21;+;33;48;27;+5.61;   ;
1042;   Chi1For;03;25;56;+;35;55;15;+6.39;FOR;
1043;          ;03;30;11;+;59;21;58;+6.13;   ;
1044; 34    Per;03;29;22;+;49;30;32;+4.67;PER;
1045;          ;03;26;22;+;27;19;03;+5.93;   ;
1046;          ;03;30;00;+;55;27;07;+5.09;   ;
1047;          ;03;29;26;+;46;56;16;+6.24;   ;
1048; 66    Ari;03;28;27;+;22;48;15;+6.03;ARI;
1049;          ;03;26;12;+;41;38;13;+6.32;   ;
1050;          ;03;28;01;+;11;17;12;+5.73;   ;
1051;          ;03;30;37;+;48;06;13;+5.82;   ;
1052; 35Sig Per;03;30;34;+;47;59;43;+4.36;PER;Sigma Persei
1053;          ;03;24;02;+;69;37;29;+6.15;   ;
1054;   Chi2For;03;27;33;+;35;40;53;+5.71;FOR;
1055;          ;03;35;12;+;73;20;49;+6.57;   ;
1056;          ;03;31;29;+;49;12;35;+6.29;   ;
1058;   Chi3For;03;28;11;+;35;51;12;+6.50;FOR;
1059;          ;03;31;49;+;49;24;03;+6.39;   ;
1060;          ;03;29;39;+;06;48;18;+5.99;   ;
1061;  4    Tau;03;30;24;+;11;20;11;+5.14;TAU;
1062;          ;03;29;36;+;12;40;29;+5.59;   ;
1063;          ;03;32;09;+;48;01;25;+5.47;   ;
1064;          ;03;25;36;+;69;20;11;+5.96;   ;
1065;          ;03;31;21;+;27;34;19;+5.96;   ;
1066;  5    Tau;03;30;52;+;12;56;12;+4.11;TAU;
1067;          ;03;30;45;+;06;11;19;+5.94;   ;
1068;          ;03;33;32;+;58;45;54;+6.40;   ;
1069; 36    Per;03;32;26;+;46;03;25;+5.31;PER;36 Persei
1070; 17    Eri;03;30;37;+;05;04;31;+4.73;ERI;v Eridani
1071;          ;03;33;41;+;57;52;08;+6.37;   ;
1072;          ;03;32;39;+;44;51;20;+6.41;   ;
1073;          ;03;33;39;+;54;58;29;+5.98;   ;
1074;          ;03;32;40;+;35;27;42;+5.90;   ;
1075;          ;03;29;55;+;42;38;03;+5.78;   ;
1076;          ;03;30;14;+;41;22;12;+6.12;   ;
1077;          ;03;35;01;+;60;02;28;+6.46;   ;
1078;          ;03;33;35;+;39;53;58;+5.81;   ;
1079;  6    Tau;03;32;36;+;09;22;25;+5.77;TAU;
1080;          ;03;39;25;+;75;44;23;+6.27;   ;
1081;          ;03;30;37;+;47;22;31;+5.99;   ;
1082;          ;03;31;54;+;25;36;51;+6.38;   ;in Fornax
1083;   Kap Ret;03;29;23;+;62;56;15;+4.72;RET;Kappa Reticuli
1084; 18Eps Eri;03;32;56;+;09;27;30;+3.73;ERI;Ran
1085;          ;03;34;08;+;17;49;58;+6.17;   ;
1086;  7    Tau;03;34;27;+;24;27;52;+5.92;TAU;
1087; 37Psi Per;03;36;29;+;48;11;34;+4.23;PER;
1088; 19Tau5Eri;03;33;47;+;21;37;58;+4.27;ERI;
1089;          ;03;34;49;+;06;25;04;+6.49;   ;
1090;          ;03;32;35;+;50;22;43;+5.68;   ;
1091;          ;03;34;37;+;09;52;07;+6.25;   ;
1092;          ;03;30;52;+;66;29;23;+5.83;   ;
1093;          ;03;33;57;+;31;04;49;+6.20;   ;
1094;          ;03;38;20;+;56;55;58;+6.30;   ;
1095;          ;03;34;33;+;31;52;29;+6.40;   ;in Fornax
1096;          ;03;32;52;+;61;01;01;+6.41;   ;
1097;          ;03;38;00;+;42;34;59;+6.42;   ;
1098;          ;03;35;58;+;11;11;37;+5.57;   ;
1099;          ;03;36;47;+;00;35;16;+5.71;   ;
1100; 20    Eri;03;36;17;+;17;28;01;+5.23;ERI;
1101; 10    Tau;03;36;52;+;00;24;06;+4.28;TAU;10 Tauri
1102;          ;03;37;48;+;15;25;51;+6.39;   ;
1103;          ;03;39;00;+;20;54;57;+6.50;   ;
1104;          ;03;34;25;+;65;45;52;+6.75;   ;
1105;          ;03;42;09;+;63;13;00;+5.10;   ;
1106;          ;03;37;06;+;40;16;29;+4.58;   ;
1107;          ;04;10;01;+;86;37;34;+5.86;   ;
1108;          ;03;38;29;+;07;23;30;+5.85;   ;
1109;          ;03;29;59;+;78;21;07;+5.70;   ;
1110;          ;03;39;26;+;16;32;12;+6.16;   ;
1111; 21    Eri;03;39;01;+;05;37;34;+5.96;ERI;
1112;          ;03;42;43;+;59;58;10;+5.76;   ;
1113;          ;03;41;08;+;37;34;48;+5.57;   ;
1114;   Tau For;03;38;48;+;27;56;35;+6.01;FOR;
1115; 12    Tau;03;39;51;+;03;03;25;+5.57;TAU;
1116;          ;03;39;38;+;03;23;35;+6.23;   ;
1117;          ;03;39;25;+;10;26;14;+6.19;   ;
1118; 11    Tau;03;40;46;+;25;19;46;+6.11;TAU;
1119;          ;03;39;59;+;01;07;14;+6.12;   ;
1120;          ;03;40;11;+;15;13;36;+6.33;   ;
1121; 22    Eri;03;40;38;+;05;12;38;+5.53;ERI;
1122; 39Del Per;03;42;55;+;47;47;15;+3.01;PER;Adid Borealis
1123; 40    Per;03;42;22;+;33;57;54;+4.97;PER;
1124;          ;03;46;01;+;67;12;06;+5.80;   ;
1125;          ;03;41;14;+;11;48;11;+6.49;   ;
1126; 13    Tau;03;42;19;+;19;42;01;+5.69;TAU;
1127;          ;03;44;06;+;48;31;25;+6.06;   ;
1128;          ;03;41;22;+;19;35;05;+6.59;   ;
1129;          ;03;46;02;+;63;20;42;+4.80;   ;
1130;          ;03;44;41;+;46;05;59;+6.11;   ;
1131; 38Omi Per;03;44;19;+;32;17;18;+3.83;PER;Atik
1132; 14    Tau;03;43;47;+;19;39;54;+6.14;TAU;14 Tauri
1133;          ;03;44;31;+;36;27;36;+5.59;   ;
1134;   Del For;03;42;15;+;31;56;18;+5.00;FOR;Delta Fornacis
1135; 41Nu  Per;03;45;12;+;42;34;43;+3.77;PER;Nu Persei
1136; 23Del Eri;03;43;15;+;09;45;48;+3.54;ERI;Rana
1137;          ;03;44;28;+;20;55;43;+6.10;   ;
1138;          ;03;49;14;+;70;52;16;+5.44;   ;
1139;          ;03;43;34;+;10;29;08;+5.60;   ;
1140; 16    Tau;03;44;48;+;24;17;22;+5.46;TAU;Celaeno
1141;          ;03;45;59;+;45;40;55;+5.66;   ;
1142; 17    Tau;03;44;52;+;24;06;48;+3.70;TAU;Electra
1143;          ;03;42;50;+;37;18;49;+4.59;   ;
1144; 18    Tau;03;45;10;+;24;50;21;+5.64;TAU;18 Tauri
1145; 19    Tau;03;45;12;+;24;28;02;+4.30;TAU;Taygeta
1146; 24    Eri;03;44;30;+;01;09;47;+5.25;ERI;
1147;          ;03;47;32;+;55;55;21;+6.10;   ;
1148;   Gam Cam;03;50;21;+;71;19;56;+4.63;CAM;
1149; 20    Tau;03;45;50;+;24;22;04;+3.87;TAU;Maia
1150; 25    Eri;03;44;56;+;00;17;48;+5.55;ERI;
1151; 21    Tau;03;45;54;+;24;33;17;+5.76;TAU;Asterope
1152; 22    Tau;03;46;03;+;24;31;41;+6.43;TAU;Sterope
1153; 29    Tau;03;45;40;+;06;03;00;+5.35;TAU;
1154;          ;03;36;30;+;78;19;23;+6.29;   ;
1155;          ;03;49;31;+;65;31;34;+4.47;   ;
1156; 23    Tau;03;46;20;+;23;56;54;+4.18;TAU;Merope
1157;          ;03;44;06;+;40;39;37;+6.45;   ;
1158;          ;03;49;37;+;63;17;50;+5.85;   ;
1159;          ;03;46;09;+;06;48;11;+5.91;   ;
1160;          ;03;48;18;+;50;44;12;+6.14;   ;
1161;          ;03;49;20;+;57;07;05;+6.46;   ;
1162; 26Pi  Eri;03;46;08;+;12;06;06;+4.42;ERI;
1163;          ;03;47;53;+;33;36;00;+6.57;   ;
1164;          ;03;47;49;+;32;11;42;+6.25;   ;
1165; 25Eta Tau;03;47;29;+;24;06;18;+2.87;TAU;Alcyone
1166;          ;03;51;42;+;68;30;27;+6.32;   ;
1167;          ;03;44;51;+;48;03;41;+6.49;   ;
1168;          ;03;44;34;+;54;16;26;+6.30;   ;
1169;          ;03;45;16;+;47;21;35;+5.73;   ;
1170;          ;03;49;08;+;43;57;47;+6.02;   ;
1171;   Sig For;03;46;27;+;29;20;17;+5.90;FOR;
1172;          ;03;48;21;+;23;25;16;+5.45;   ;
1173; 27Tau6Eri;03;46;51;+;23;14;59;+4.23;ERI;Tau6 Eridani
1174; 30    Tau;03;48;16;+;11;08;36;+5.07;TAU;
1175;   Bet Ret;03;44;12;+;64;48;25;+3.85;RET;
1176;          ;03;50;04;+;44;58;04;+5.66;   ;
1177; 42    Per;03;49;33;+;33;05;29;+5.11;PER;
1178; 27    Tau;03;49;10;+;24;03;12;+3.63;TAU;Atlas
1179;          ;03;47;20;+;29;54;07;+6.55;   ;
1180; 28    Tau;03;49;11;+;24;08;12;+5.09;TAU;Pleione
1181; 28Tau7Eri;03;47;40;+;23;52;29;+5.24;ERI;
1182;          ;03;48;39;+;00;13;40;+5.91;   ;
1183;          ;03;49;43;+;23;42;42;+6.17;   ;
1184;   Rho For;03;47;56;+;30;10;04;+5.54;FOR;Rho Fornacis
1185;          ;03;49;55;+;22;14;40;+6.07;   ;
1186;          ;03;47;50;+;36;06;21;+6.21;   ;
1187;          ;03;48;36;+;20;54;11;+5.81;   ;
1188;          ;03;50;19;+;25;34;46;+5.26;   ;
1189;          ;03;48;35;+;37;37;20;+5.40;   ;
1190;          ;03;48;36;+;37;37;14;+4.73;   ;
1191;          ;03;51;54;+;34;21;33;+5.77;   ;
1192;          ;03;53;43;+;57;58;30;+5.80;   ;
1193;          ;03;51;37;+;22;01;54;+6.83;   ;
1194;          ;03;51;16;+;13;02;45;+6.30;   ;
1195;          ;03;49;27;+;36;12;01;+4.17;   ;g Eridani
1196;          ;03;56;30;+;71;49;18;+6.34;   ;
1197;          ;03;52;04;+;31;10;06;+6.25;   ;
1198;          ;03;53;39;+;48;39;02;+5.76;   ;
1199; 31    Tau;03;52;00;+;06;32;05;+5.67;TAU;
1200;          ;03;50;38;+;36;25;31;+6.86;   ;
1201;          ;03;53;10;+;17;19;37;+5.97;   ;
1202; 30    Eri;03;52;42;+;05;21;41;+5.48;ERI;
1203; 44Zet Per;03;54;08;+;31;53;01;+2.85;PER;Menkhib
1204;          ;03;57;25;+;63;04;20;+5.03;   ;
1205;          ;03;57;08;+;61;06;32;+5.00;   ;
1206;          ;03;53;13;+;18;26;04;+6.22;   ;
1207;          ;03;55;58;+;47;52;17;+5.37;   ;
1208;   Gam Hyi;03;47;14;+;74;14;20;+3.24;HYI;Gamma Hydri
1209;          ;03;55;23;+;31;02;45;+6.10;   ;
1210; 43    Per;03;56;36;+;50;41;43;+5.28;PER;43 Persei
1211; 32    Eri;03;54;17;+;02;57;10;+6.14;ERI;
1212; 32    Eri;03;54;17;+;02;57;17;+4.79;ERI;
1213; 33Tau8Eri;03;53;43;+;24;36;45;+4.65;ERI;
1214;          ;03;53;39;+;34;43;56;+5.11;   ;i Eridani
1215;          ;03;56;29;+;35;04;52;+5.49;   ;
1216;          ;03;53;33;+;46;53;37;+5.93;   ;
1217;          ;03;55;16;+;12;05;57;+6.00;   ;
1218; 32    Tau;03;56;52;+;22;28;41;+5.63;TAU;
1219;          ;03;54;23;+;40;21;26;+5.71;   ;
1220; 45Eps Per;03;57;51;+;40;00;37;+2.89;PER;Adid Australis
1221; 33    Tau;03;57;04;+;23;10;32;+6.06;TAU;
1222;          ;03;57;26;+;24;27;43;+6.16;   ;
1223;          ;03;58;03;+;34;48;52;+6.53;   ;
1224;          ;03;57;02;+;06;02;24;+6.09;   ;
1225;          ;03;56;38;+;09;45;03;+6.19;   ;
1226;          ;03;58;29;+;38;50;25;+6.30;   ;
1227;          ;03;54;34;+;52;41;26;+6.46;   ;
1228; 46Xi  Per;03;58;58;+;35;47;28;+4.04;PER;Menkib
1229;          ;03;59;40;+;38;49;14;+6.38;   ;
1230;          ;04;10;03;+;80;41;55;+5.10;   ;
1231; 34Gam Eri;03;58;02;+;13;30;31;+2.95;ERI;Zaurak
1232;          ;03;58;52;+;05;28;12;+5.83;   ;
1233;          ;03;59;41;+;10;19;51;+6.37;   ;
1234;          ;04;01;15;+;36;59;24;+6.41;   ;
1235;          ;03;59;30;+;12;34;27;+5.60;   ;
1236;          ;03;56;04;+;63;27;49;+6.14;   ;
1237;          ;04;00;37;+;17;17;48;+6.32;   ;
1238;          ;04;00;49;+;18;11;38;+5.89;   ;
1239; 35Lam Tau;04;00;41;+;12;29;25;+3.47;TAU;Elthor
1240; 36Tau9Eri;03;59;55;+;24;00;59;+4.66;ERI;
1241;          ;04;06;03;+;68;40;48;+5.87;   ;
1242;          ;04;04;27;+;59;09;20;+5.06;   ;
1243;          ;04;01;46;+;09;59;52;+5.67;   ;
1244; 35    Eri;04;01;32;+;01;32;59;+5.28;ERI;
1245;          ;03;58;43;+;57;06;09;+6.05;   ;
1246;          ;04;00;41;+;30;29;27;+5.93;   ;
1247;   Del Ret;03;58;45;+;61;24;01;+4.56;RET;
1248;          ;04;06;39;+;65;31;15;+6.17;   ;
1249;          ;04;02;37;+;00;16;08;+5.38;   ;
1250;          ;04;00;16;+;51;33;53;+6.51;   ;
1251; 38Nu  Tau;04;03;09;+;05;59;21;+3.91;TAU;
1252; 36    Tau;04;04;22;+;24;06;21;+5.47;TAU;
1253; 40    Tau;04;03;45;+;05;26;08;+5.33;TAU;
1254;          ;04;03;57;+;08;11;50;+5.46;   ;
1255;          ;04;06;37;+;54;00;31;+6.31;   ;
1256; 37    Tau;04;04;42;+;22;04;55;+4.36;TAU;37 Tauri
1257;          ;04;04;10;+;02;49;37;+5.36;   ;
1258;          ;04;03;25;+;20;08;39;+6.46;   ;
1259;          ;04;03;37;+;20;09;30;+7.01;   ;
1260;          ;04;07;51;+;62;19;48;+6.99;   ;
1261; 47Lam Per;04;06;35;+;50;21;05;+4.29;PER;
1262; 39    Tau;04;05;20;+;22;00;32;+5.90;TAU;
1263;          ;04;04;09;+;16;35;20;+6.39;   ;
1264;   Gam Ret;04;00;54;+;62;09;34;+4.51;RET;
1265;          ;04;04;23;+;12;47;33;+5.61;   ;
1266;   Iot Ret;04;01;18;+;61;04;44;+4.97;RET;
1267;          ;04;04;41;+;20;22;54;+6.13;   ;
1268; 41    Tau;04;06;36;+;27;36;00;+5.20;TAU;
1269; 42Psi Tau;04;07;00;+;29;00;05;+5.23;TAU;
1270;          ;04;09;28;+;59;54;29;+6.28;   ;
1271;          ;03;42;32;+;85;15;44;+6.41;   ;
1272;          ;04;05;56;+;08;51;22;+6.26;   ;
1273; 48    Per;04;08;40;+;47;42;45;+4.04;PER;
1274;          ;04;05;47;+;20;30;44;+6.34;   ;
1275;          ;04;05;37;+;27;39;06;+5.59;   ;
1276;          ;04;09;22;+;54;49;44;+6.18;   ;
1277; 49    Per;04;08;15;+;37;43;40;+6.09;PER;
1278; 50    Per;04;08;37;+;38;02;23;+5.51;PER;
1279;          ;04;07;42;+;15;09;46;+6.01;   ;
1280;          ;04;07;59;+;17;20;23;+5.89;   ;
1281;          ;04;13;45;+;72;07;35;+6.03;   ;
1282;          ;04;12;52;+;68;30;06;+6.32;   ;
1283; 43Ome1Tau;04;09;10;+;19;36;33;+5.50;TAU;
1284;          ;04;09;02;+;13;23;54;+5.95;   ;
1285;          ;04;07;25;+;42;55;01;+6.59;   ;
1286;          ;04;10;59;+;33;35;12;+5.72;   ;
1287; 44    Tau;04;10;50;+;26;28;51;+5.41;TAU;
1288;          ;04;09;18;+;16;23;09;+5.37;   ;
1289;          ;04;28;13;+;83;48;28;+5.57;   ;
1290; 37    Eri;04;10;22;+;06;55;26;+5.44;ERI;
1291;          ;04;08;34;+;45;51;53;+6.59;   ;
1292; 45    Tau;04;11;20;+;05;31;23;+5.72;TAU;
1293;          ;04;10;48;+;08;49;11;+5.70;   ;
1294;          ;04;07;22;+;64;13;21;+6.38;   ;
1295;          ;04;12;31;+;17;16;39;+6.09;   ;
1296;          ;04;15;02;+;57;27;37;+6.08;   ;
1297;          ;04;12;51;+;22;24;49;+6.12;   ;
1298; 38Omi1Eri;04;11;52;+;06;50;15;+4.04;ERI;
1299;          ;04;10;46;+;35;16;26;+6.44;   ;
1300;          ;04;11;36;+;20;21;22;+5.79;   ;
1301;          ;04;13;60;+;37;58;01;+6.45;   ;
1302;   Del Hor;04;10;51;+;41;59;37;+4.93;HOR;Delta Horologii
1303; 51Mu  Per;04;14;54;+;48;24;34;+4.14;PER;Mu Persei
1304;          ;04;30;00;+;83;20;26;+5.46;   ;
1305;          ;04;16;54;+;61;51;01;+5.70;   ;
1306; 52    Per;04;14;53;+;40;29;01;+4.71;PER;
1307;          ;04;13;35;+;10;12;44;+6.23;   ;
1308;          ;04;13;31;+;08;53;26;+6.51;   ;
1309; 46    Tau;04;13;33;+;07;42;58;+5.29;TAU;
1310;          ;04;13;50;+;12;45;12;+6.25;   ;
1311; 47    Tau;04;13;56;+;09;15;49;+4.84;TAU;
1312;          ;04;13;38;+;01;08;59;+6.44;   ;
1313;          ;04;17;08;+;57;51;38;+5.71;   ;
1314;          ;04;16;43;+;53;36;43;+5.19;   ;
1315;          ;04;14;36;+;10;00;40;+5.22;   ;
1316;          ;04;12;32;+;44;22;06;+6.71;   ;
1317;          ;04;27;03;+;80;49;27;+5.43;   ;
1318; 39    Eri;04;14;24;+;10;15;23;+4.87;ERI;
1319; 48    Tau;04;15;46;+;15;24;02;+6.32;TAU;
1320; 49Mu  Tau;04;15;32;+;08;53;32;+4.29;TAU;
1321;          ;04;15;26;+;06;11;59;+6.93;   ;
1322;          ;04;15;29;+;06;11;12;+6.31;   ;
1323;          ;04;13;36;+;40;21;28;+6.37;   ;
1324;          ;04;18;15;+;50;17;44;+4.61;   ;
1325; 40Omi2Eri;04;15;16;+;07;39;10;+4.43;ERI;Keid
1326;   Alp Hor;04;14;00;+;42;17;40;+3.86;HOR;Alpha Horologii
1327;          ;04;20;40;+;65;08;26;+5.27;   ;
1328;          ;04;18;08;+;42;08;28;+6.22;   ;V545 Persei
1329; 50Ome2Tau;04;17;16;+;20;34;43;+4.94;TAU;
1330;          ;04;19;13;+;50;02;56;+5.45;   ;
1331; 51    Tau;04;18;23;+;21;34;45;+5.65;TAU;
1332;          ;04;17;19;+;06;28;19;+5.94;   ;
1333;          ;04;20;11;+;50;55;15;+5.55;   ;
1334;          ;04;18;24;+;09;29;12;+6.54;   ;
1335;          ;04;21;48;+;60;44;08;+5.39;   ;
1336;   Alp Ret;04;14;25;+;62;28;26;+3.35;RET;Rhombus
1337;          ;04;20;14;+;41;48;29;+5.92;   ;
1338;   Gam Dor;04;16;02;+;51;29;12;+4.25;DOR;
1339; 53    Tau;04;19;26;+;21;08;32;+5.35;TAU;
1340;          ;04;14;49;+;62;11;31;+5.45;   ;
1341; 56    Tau;04;19;37;+;21;46;25;+5.38;TAU;
1342;          ;04;21;52;+;56;30;24;+5.88;   ;
1343; 54    Per;04;20;25;+;34;34;00;+4.93;PER;
1344;          ;04;20;10;+;31;57;12;+6.16;   ;
1345;          ;04;18;16;+;20;42;56;+6.00;   ;
1346; 54Gam Tau;04;19;48;+;15;37;39;+3.65;TAU;Prima Hyadum
1347; 41Ups4Eri;04;17;54;+;33;47;54;+3.56;ERI;Upsilon4 Eridani
1348; 52Phi Tau;04;20;21;+;27;21;03;+4.95;TAU;
1349;          ;04;19;37;+;10;07;17;+6.31;   ;
1350; 53    Per;04;21;33;+;46;29;56;+4.85;PER;
1351; 57    Tau;04;19;58;+;14;02;07;+5.59;TAU;
1352;          ;04;22;58;+;59;36;59;+6.19;   ;
1353;          ;04;18;37;+;22;58;13;+6.07;   ;
1354;          ;04;20;25;+;18;44;33;+6.12;   ;
1355;   Eps Ret;04;16;29;+;59;18;07;+4.44;RET;Epsilon Reticuli
1356; 58    Tau;04;20;36;+;15;05;43;+5.26;TAU;
1357;          ;04;16;21;+;60;56;55;+6.37;   ;
1358;          ;04;20;53;+;13;51;51;+6.17;   ;
1359;          ;04;19;03;+;33;54;18;+6.37;   ;
1360;          ;04;20;41;+;06;07;51;+5.77;   ;
1361;          ;04;20;49;+;09;13;32;+6.53;   ;
1362;          ;04;20;39;+;06;14;44;+6.27;   ;
1363;          ;04;20;43;+;07;35;33;+5.85;   ;d Eridani
1364;          ;04;19;17;+;44;16;05;+5.34;   ;
1365;          ;04;18;40;+;52;51;36;+6.09;   ;
1366;          ;04;21;27;+;00;05;53;+5.86;   ;
1367;          ;04;20;39;+;20;38;23;+5.38;   ;
1368; 60    Tau;04;22;03;+;14;04;38;+5.72;TAU;
1369; 59Chi Tau;04;22;35;+;25;37;45;+5.37;TAU;
1370;          ;04;22;23;+;20;49;17;+5.91;   ;
1371;          ;04;23;36;+;42;25;41;+6.23;   ;
1372;   The Ret;04;17;40;+;63;15;20;+5.87;RET;
1373; 61Del1Tau;04;22;56;+;17;32;33;+3.76;TAU;Secunda Hyadum
1374;          ;04;21;31;+;25;43;42;+6.01;   ;
1375;          ;04;23;32;+;20;58;56;+5.99;   ;
1376; 63    Tau;04;23;25;+;16;46;38;+5.64;TAU;
1377; 55    Per;04;24;29;+;34;07;50;+5.73;PER;
1378; 62    Tau;04;23;60;+;24;18;04;+6.36;TAU;
1379; 56    Per;04;24;37;+;33;57;35;+5.76;PER;
1380; 64Del2Tau;04;24;06;+;17;26;38;+4.80;TAU;Delta2 Tauri
1381; 66    Tau;04;23;52;+;09;27;39;+5.12;TAU;
1382;          ;04;27;01;+;57;35;07;+6.32;   ;
1383; 42Xi  Eri;04;23;41;+;03;44;44;+5.17;ERI;
1384;          ;04;23;06;+;24;53;32;+5.83;   ;
1385;          ;04;24;57;+;19;02;30;+5.98;   ;
1386;          ;04;23;08;+;35;32;42;+6.39;   ;
1387; 65Kap1Tau;04;25;22;+;22;17;38;+4.22;TAU;
1388; 67Kap2Tau;04;25;25;+;22;11;59;+5.28;TAU;
1389; 68Del3Tau;04;25;29;+;17;55;41;+4.29;TAU;Delta3 Tauri
1390;          ;04;26;06;+;31;26;20;+5.28;   ;
1391; 70    Tau;04;25;37;+;15;56;27;+6.46;TAU;
1392; 69Ups Tau;04;26;18;+;22;48;49;+4.28;TAU;
1393; 43    Eri;04;24;02;+;34;01;01;+3.96;ERI;
1394; 71    Tau;04;26;21;+;15;37;06;+4.49;TAU;71 Tauri
1395;   Eta Ret;04;21;53;+;63;23;11;+5.24;RET;
1396; 73Pi  Tau;04;26;36;+;14;42;49;+4.69;TAU;
1397;          ;04;26;21;+;08;35;25;+6.06;   ;
1398;          ;04;24;56;+;34;45;28;+6.55;   ;in Eridanus
1399; 72    Tau;04;27;17;+;22;59;47;+5.53;TAU;
1400;          ;04;27;01;+;02;04;46;+6.23;   ;
1401;          ;04;33;31;+;72;31;43;+5.94;   ;
1402;          ;04;27;29;+;11;12;45;+5.88;   ;
1403;          ;04;28;01;+;21;37;12;+5.72;   ;
1404;          ;04;25;19;+;44;09;39;+6.39;   ;
1405;          ;04;24;12;+;57;04;17;+6.29;   ;
1406;          ;04;28;52;+;30;21;41;+6.40;   ;
1407; 75    Tau;04;28;26;+;16;21;35;+4.97;TAU;
1408; 76    Tau;04;28;23;+;14;44;27;+5.90;TAU;
1409; 74Eps Tau;04;28;37;+;19;10;49;+3.53;TAU;Ain
1410;          ;04;26;57;+;24;04;53;+6.11;   ;
1411; 77The1Tau;04;28;34;+;15;57;44;+3.84;TAU;Theta1 Tauri
